slug,name,clinic,state,current_image
dr-sarah-kim-dallas,"Dr. Sarah Kim, MD","Dallas TMS Center",TX,dicebear
dr-william-wong-dallas,"Dr. William Wong, MD","Dallas Mental Health & TMS",TX,dicebear
dr-daniel-wong-dallas,"Dr. Daniel Wong, MD","Dallas Mental Health & TMS",TX,dicebear
dr-emily-garcia-dallas,"Dr. Emily Garcia, MD","Dallas Mental Health & TMS",TX,dicebear
dr-james-brown-dallas,"Dr. James Brown, MD","Dallas Depression Treatment Center",TX,dicebear
dr-william-patel-austin,"Dr. William Patel, MD","Austin TMS Center",TX,dicebear
dr-ashley-anderson-austin,"Dr. Ashley Anderson, MD","Austin TMS Center",TX,dicebear
dr-maria-patel-austin,"Dr. Maria Patel, MD","Austin Mental Health & TMS",TX,dicebear
dr-jennifer-wilson-austin,"Dr. Jennifer Wilson, MD","Austin Mental Health & TMS",TX,dicebear
dr-ashley-martinez-austin,"Dr. Ashley Martinez, MD","Austin Depression Treatment Center",TX,dicebear
dr-jennifer-moore-austin,"Dr. Jennifer Moore, MD","Austin Depression Treatment Center",TX,dicebear
dr-alan-brown-austin,"Dr. Alan Brown, MD","Austin Depression Treatment Center",TX,dicebear
dr-jessica-taylor-austin,"Dr. Jessica Taylor, MD","Dr. Taylor Private Practice",TX,dicebear
dr-emily-jackson-austin,"Dr. Emily Jackson, MD","Dr. Taylor Private Practice",TX,dicebear
dr-james-smith-fort-worth,"Dr. James Smith, MD","Fort Worth TMS Center",TX,dicebear
dr-lisa-jackson-fort-worth,"Dr. Lisa Jackson, MD","Fort Worth TMS Center",TX,dicebear
dr-jennifer-taylor-fort-worth,"Dr. Jennifer Taylor, MD","Fort Worth Mental Health & TMS",TX,dicebear
dr-christopher-taylor-salt-lake-city,"Dr. Christopher Taylor, MD","Salt Lake City TMS Center",UT,dicebear
dr-jessica-wilson-salt-lake-city,"Dr. Jessica Wilson, MD","Salt Lake City Mental Health & TMS",UT,dicebear
dr-daniel-jackson-salt-lake-city,"Dr. Daniel Jackson, MD","Salt Lake City Mental Health & TMS",UT,dicebear
dr-ashley-johnson-salt-lake-city,"Dr. Ashley Johnson, MD","Salt Lake City Mental Health & TMS",UT,dicebear
dr-alan-brown-west-valley-city,"Dr. Alan Brown, MD","West Valley City TMS Center",UT,dicebear
dr-lisa-patel-west-valley-city,"Dr. Lisa Patel, MD","West Valley City TMS Center",UT,dicebear
dr-david-davis-west-valley-city,"Dr. David Davis, MD","West Valley City Mental Health & TMS",UT,dicebear
dr-david-garcia-west-valley-city,"Dr. David Garcia, MD","West Valley City Mental Health & TMS",UT,dicebear
dr-christopher-kim-west-valley-city,"Dr. Christopher Kim, MD","West Valley City Mental Health & TMS",UT,dicebear
dr-lisa-taylor-west-jordan,"Dr. Lisa Taylor, MD","West Jordan TMS Center",UT,dicebear
dr-christopher-martinez-west-jordan,"Dr. Christopher Martinez, MD","West Jordan TMS Center",UT,dicebear
dr-michael-taylor-west-jordan,"Dr. Michael Taylor, MD","West Jordan Mental Health & TMS",UT,dicebear
dr-michael-johnson-west-jordan,"Dr. Michael Johnson, MD","West Jordan Mental Health & TMS",UT,dicebear
dr-alan-thomas-west-jordan,"Dr. Alan Thomas, MD","West Jordan Mental Health & TMS",UT,dicebear
dr-david-kim-west-jordan,"Dr. David Kim, MD","West Jordan Depression Treatment Center",UT,dicebear
dr-james-davis-west-jordan,"Dr. James Davis, MD","Dr. Davis Private Practice",UT,dicebear
dr-alan-kim-west-jordan,"Dr. Alan Kim, MD","Dr. Davis Private Practice",UT,dicebear
dr-jennifer-moore-west-jordan,"Dr. Jennifer Moore, MD","Dr. Davis Private Practice",UT,dicebear
dr-christopher-moore-provo,"Dr. Christopher Moore, MD","Provo TMS Center",UT,dicebear
dr-lisa-moore-provo,"Dr. Lisa Moore, MD","Provo TMS Center",UT,dicebear
dr-jennifer-martinez-provo,"Dr. Jennifer Martinez, MD","Provo Mental Health & TMS",UT,dicebear
dr-jennifer-smith-provo,"Dr. Jennifer Smith, MD","Provo Mental Health & TMS",UT,dicebear
dr-james-johnson-provo,"Dr. James Johnson, MD","Provo Mental Health & TMS",UT,dicebear
dr-maria-moore-provo,"Dr. Maria Moore, MD","Provo Depression Treatment Center",UT,dicebear
dr-david-anderson-provo,"Dr. David Anderson, MD","Provo Depression Treatment Center",UT,dicebear
dr-daniel-wong-provo,"Dr. Daniel Wong, MD","Provo Depression Treatment Center",UT,dicebear
dr-david-jackson-st-george,"Dr. David Jackson, MD","St. George TMS Center",UT,dicebear
dr-william-kim-st-george,"Dr. William Kim, MD","St. George TMS Center",UT,dicebear
dr-david-brown-st-george,"Dr. David Brown, MD","St. George TMS Center",UT,dicebear
dr-alan-jackson-st-george,"Dr. Alan Jackson, MD","St. George Mental Health & TMS",UT,dicebear
dr-elizabeth-anderson-st-george,"Dr. Elizabeth Anderson, MD","St. George Mental Health & TMS",UT,dicebear
dr-ashley-garcia-st-george,"Dr. Ashley Garcia, MD","St. George Mental Health & TMS",UT,dicebear
dr-christopher-brown-burlington,"Dr. Christopher Brown, MD","Burlington TMS Center",VT,dicebear
dr-lisa-wong-burlington,"Dr. Lisa Wong, MD","Burlington Mental Health & TMS",VT,dicebear
dr-ashley-moore-burlington,"Dr. Ashley Moore, MD","Burlington Mental Health & TMS",VT,dicebear
dr-maria-wilson-burlington,"Dr. Maria Wilson, MD","Burlington Depression Treatment Center",VT,dicebear
dr-jessica-brown-burlington,"Dr. Jessica Brown, MD","Burlington Depression Treatment Center",VT,dicebear
dr-alan-taylor-burlington,"Dr. Alan Taylor, MD","Burlington Depression Treatment Center",VT,dicebear
dr-daniel-kim-south-burlington,"Dr. Daniel Kim, MD","South Burlington TMS Center",VT,dicebear
dr-james-brown-south-burlington,"Dr. James Brown, MD","South Burlington TMS Center",VT,dicebear
dr-david-patel-south-burlington,"Dr. David Patel, MD","South Burlington TMS Center",VT,dicebear
dr-maria-patel-south-burlington,"Dr. Maria Patel, MD","South Burlington Mental Health & TMS",VT,dicebear
dr-david-thomas-south-burlington,"Dr. David Thomas, MD","South Burlington Mental Health & TMS",VT,dicebear
dr-william-davis-rutland,"Dr. William Davis, MD","Rutland TMS Center",VT,dicebear
dr-emily-smith-rutland,"Dr. Emily Smith, MD","Rutland Mental Health & TMS",VT,dicebear
dr-daniel-johnson-essex-junction,"Dr. Daniel Johnson, MD","Essex Junction TMS Center",VT,dicebear
dr-robert-thomas-essex-junction,"Dr. Robert Thomas, MD","Essex Junction TMS Center",VT,dicebear
dr-william-brown-essex-junction,"Dr. William Brown, MD","Essex Junction Mental Health & TMS",VT,dicebear
dr-maria-wilson-essex-junction,"Dr. Maria Wilson, MD","Essex Junction Mental Health & TMS",VT,dicebear
dr-michael-thomas-essex-junction,"Dr. Michael Thomas, MD","Essex Junction Mental Health & TMS",VT,dicebear
dr-lisa-wong-essex-junction,"Dr. Lisa Wong, MD","Essex Junction Depression Treatment Center",VT,dicebear
dr-william-wilson-essex-junction,"Dr. William Wilson, MD","Essex Junction Depression Treatment Center",VT,dicebear
dr-ashley-jackson-essex-junction,"Dr. Ashley Jackson, MD","Essex Junction Depression Treatment Center",VT,dicebear
dr-emily-wilson-essex-junction,"Dr. Emily Wilson, MD","Dr. Wilson Private Practice",VT,dicebear
dr-michael-thomas-essex-junction,"Dr. Michael Thomas, MD","Dr. Wilson Private Practice",VT,dicebear
dr-jennifer-anderson-bennington,"Dr. Jennifer Anderson, MD","Bennington TMS Center",VT,dicebear
dr-daniel-kim-bennington,"Dr. Daniel Kim, MD","Bennington TMS Center",VT,dicebear
dr-maria-patel-bennington,"Dr. Maria Patel, MD","Bennington Mental Health & TMS",VT,dicebear
dr-william-kim-bennington,"Dr. William Kim, MD","Bennington Mental Health & TMS",VT,dicebear
dr-sarah-wilson-bennington,"Dr. Sarah Wilson, MD","Bennington Mental Health & TMS",VT,dicebear
dr-sarah-thomas-bennington,"Dr. Sarah Thomas, MD","Bennington Depression Treatment Center",VT,dicebear
dr-elizabeth-martinez-bennington,"Dr. Elizabeth Martinez, MD","Bennington Depression Treatment Center",VT,dicebear
dr-ashley-smith-bennington,"Dr. Ashley Smith, MD","Bennington Depression Treatment Center",VT,dicebear
dr-ashley-lee-bennington,"Dr. Ashley Lee, MD","Dr. Lee Private Practice",VT,dicebear
dr-daniel-garcia-bennington,"Dr. Daniel Garcia, MD","Dr. Lee Private Practice",VT,dicebear
dr-emily-anderson-virginia-beach,"Dr. Emily Anderson, MD","Virginia Beach TMS Center",VA,dicebear
dr-jessica-kim-virginia-beach,"Dr. Jessica Kim, MD","Virginia Beach TMS Center",VA,dicebear
dr-emily-thomas-virginia-beach,"Dr. Emily Thomas, MD","Virginia Beach TMS Center",VA,dicebear
dr-ashley-johnson-virginia-beach,"Dr. Ashley Johnson, MD","Virginia Beach Mental Health & TMS",VA,dicebear
dr-sarah-davis-virginia-beach,"Dr. Sarah Davis, MD","Virginia Beach Mental Health & TMS",VA,dicebear
dr-michael-wong-virginia-beach,"Dr. Michael Wong, MD","Virginia Beach Depression Treatment Center",VA,dicebear
dr-jessica-taylor-virginia-beach,"Dr. Jessica Taylor, MD","Dr. Taylor Private Practice",VA,dicebear
dr-jennifer-taylor-virginia-beach,"Dr. Jennifer Taylor, MD","Dr. Taylor Private Practice",VA,dicebear
dr-william-garcia-virginia-beach,"Dr. William Garcia, MD","Dr. Taylor Private Practice",VA,dicebear
dr-jennifer-brown-chesapeake,"Dr. Jennifer Brown, MD","Chesapeake TMS Center",VA,dicebear
dr-jessica-thomas-chesapeake,"Dr. Jessica Thomas, MD","Chesapeake TMS Center",VA,dicebear
dr-jennifer-martinez-chesapeake,"Dr. Jennifer Martinez, MD","Chesapeake TMS Center",VA,dicebear
dr-william-thomas-chesapeake,"Dr. William Thomas, MD","Chesapeake Mental Health & TMS",VA,dicebear
dr-daniel-thomas-chesapeake,"Dr. Daniel Thomas, MD","Chesapeake Mental Health & TMS",VA,dicebear
dr-sarah-johnson-chesapeake,"Dr. Sarah Johnson, MD","Chesapeake Mental Health & TMS",VA,dicebear
dr-sarah-kim-chesapeake,"Dr. Sarah Kim, MD","Chesapeake Depression Treatment Center",VA,dicebear
dr-jennifer-garcia-norfolk,"Dr. Jennifer Garcia, MD","Norfolk TMS Center",VA,dicebear
dr-daniel-davis-norfolk,"Dr. Daniel Davis, MD","Norfolk Mental Health & TMS",VA,dicebear
dr-michael-lee-norfolk,"Dr. Michael Lee, MD","Norfolk Mental Health & TMS",VA,dicebear
dr-robert-lee-norfolk,"Dr. Robert Lee, MD","Norfolk Mental Health & TMS",VA,dicebear
dr-lisa-taylor-richmond,"Dr. Lisa Taylor, MD","Richmond TMS Center",VA,dicebear
dr-jennifer-davis-richmond,"Dr. Jennifer Davis, MD","Richmond Mental Health & TMS",VA,dicebear
dr-sarah-moore-richmond,"Dr. Sarah Moore, MD","Richmond Mental Health & TMS",VA,dicebear
dr-lisa-thomas-richmond,"Dr. Lisa Thomas, MD","Richmond Mental Health & TMS",VA,dicebear
dr-elizabeth-anderson-richmond,"Dr. Elizabeth Anderson, MD","Richmond Depression Treatment Center",VA,dicebear
dr-william-jackson-richmond,"Dr. William Jackson, MD","Richmond Depression Treatment Center",VA,dicebear
dr-william-patel-newport-news,"Dr. William Patel, MD","Newport News TMS Center",VA,dicebear
dr-jessica-patel-newport-news,"Dr. Jessica Patel, MD","Newport News TMS Center",VA,dicebear
dr-elizabeth-smith-newport-news,"Dr. Elizabeth Smith, MD","Newport News Mental Health & TMS",VA,dicebear
dr-david-brown-newport-news,"Dr. David Brown, MD","Newport News Mental Health & TMS",VA,dicebear
dr-jessica-patel-newport-news,"Dr. Jessica Patel, MD","Newport News Mental Health & TMS",VA,dicebear
dr-jessica-wilson-newport-news,"Dr. Jessica Wilson, MD","Newport News Depression Treatment Center",VA,dicebear
dr-david-anderson-newport-news,"Dr. David Anderson, MD","Dr. Anderson Private Practice",VA,dicebear
dr-christopher-martinez-seattle,"Dr. Christopher Martinez, MD","Seattle TMS Center",WA,dicebear
dr-sarah-wilson-seattle,"Dr. Sarah Wilson, MD","Seattle TMS Center",WA,dicebear
dr-daniel-jackson-seattle,"Dr. Daniel Jackson, MD","Seattle Mental Health & TMS",WA,dicebear
dr-daniel-anderson-spokane,"Dr. Daniel Anderson, MD","Spokane TMS Center",WA,dicebear
dr-jessica-garcia-spokane,"Dr. Jessica Garcia, MD","Spokane TMS Center",WA,dicebear
dr-robert-taylor-spokane,"Dr. Robert Taylor, MD","Spokane Mental Health & TMS",WA,dicebear
dr-alan-wong-spokane,"Dr. Alan Wong, MD","Spokane Mental Health & TMS",WA,dicebear
dr-maria-lee-spokane,"Dr. Maria Lee, MD","Spokane Depression Treatment Center",WA,dicebear
dr-lisa-anderson-spokane,"Dr. Lisa Anderson, MD","Spokane Depression Treatment Center",WA,dicebear
dr-david-jackson-spokane,"Dr. David Jackson, MD","Dr. Jackson Private Practice",WA,dicebear
dr-jessica-taylor-spokane,"Dr. Jessica Taylor, MD","Dr. Jackson Private Practice",WA,dicebear
dr-jennifer-taylor-tacoma,"Dr. Jennifer Taylor, MD","Tacoma TMS Center",WA,dicebear
dr-james-lee-tacoma,"Dr. James Lee, MD","Tacoma TMS Center",WA,dicebear
dr-david-brown-tacoma,"Dr. David Brown, MD","Tacoma Mental Health & TMS",WA,dicebear
dr-alan-moore-tacoma,"Dr. Alan Moore, MD","Tacoma Mental Health & TMS",WA,dicebear
dr-ashley-wong-vancouver,"Dr. Ashley Wong, MD","Vancouver TMS Center",WA,dicebear
dr-christopher-patel-vancouver,"Dr. Christopher Patel, MD","Vancouver TMS Center",WA,dicebear
dr-james-wilson-vancouver,"Dr. James Wilson, MD","Vancouver Mental Health & TMS",WA,dicebear
dr-alan-smith-bellevue,"Dr. Alan Smith, MD","Bellevue TMS Center",WA,dicebear
dr-maria-smith-bellevue,"Dr. Maria Smith, MD","Bellevue TMS Center",WA,dicebear
dr-maria-moore-bellevue,"Dr. Maria Moore, MD","Bellevue TMS Center",WA,dicebear
dr-sarah-wilson-bellevue,"Dr. Sarah Wilson, MD","Bellevue Mental Health & TMS",WA,dicebear
dr-sarah-davis-bellevue,"Dr. Sarah Davis, MD","Bellevue Mental Health & TMS",WA,dicebear
dr-david-anderson-bellevue,"Dr. David Anderson, MD","Bellevue Depression Treatment Center",WA,dicebear
dr-daniel-moore-bellevue,"Dr. Daniel Moore, MD","Bellevue Depression Treatment Center",WA,dicebear
dr-alan-patel-charleston,"Dr. Alan Patel, MD","Charleston TMS Center",WV,dicebear
dr-daniel-martinez-charleston,"Dr. Daniel Martinez, MD","Charleston TMS Center",WV,dicebear
dr-james-jackson-charleston,"Dr. James Jackson, MD","Charleston Mental Health & TMS",WV,dicebear
dr-lisa-thomas-charleston,"Dr. Lisa Thomas, MD","Charleston Mental Health & TMS",WV,dicebear
dr-william-anderson-charleston,"Dr. William Anderson, MD","Charleston Mental Health & TMS",WV,dicebear
dr-michael-kim-huntington,"Dr. Michael Kim, MD","Huntington TMS Center",WV,dicebear
dr-michael-garcia-huntington,"Dr. Michael Garcia, MD","Huntington Mental Health & TMS",WV,dicebear
dr-jessica-moore-huntington,"Dr. Jessica Moore, MD","Huntington Mental Health & TMS",WV,dicebear
dr-lisa-brown-huntington,"Dr. Lisa Brown, MD","Huntington Depression Treatment Center",WV,dicebear
dr-elizabeth-wilson-huntington,"Dr. Elizabeth Wilson, MD","Dr. Wilson Private Practice",WV,dicebear
dr-jennifer-wong-huntington,"Dr. Jennifer Wong, MD","Dr. Wilson Private Practice",WV,dicebear
dr-maria-davis-morgantown,"Dr. Maria Davis, MD","Morgantown TMS Center",WV,dicebear
dr-emily-garcia-morgantown,"Dr. Emily Garcia, MD","Morgantown Mental Health & TMS",WV,dicebear
dr-maria-lee-morgantown,"Dr. Maria Lee, MD","Morgantown Depression Treatment Center",WV,dicebear
dr-jennifer-anderson-parkersburg,"Dr. Jennifer Anderson, MD","Parkersburg TMS Center",WV,dicebear
dr-ashley-taylor-parkersburg,"Dr. Ashley Taylor, MD","Parkersburg Mental Health & TMS",WV,dicebear
dr-william-wong-parkersburg,"Dr. William Wong, MD","Parkersburg Mental Health & TMS",WV,dicebear
dr-alan-anderson-parkersburg,"Dr. Alan Anderson, MD","Parkersburg Mental Health & TMS",WV,dicebear
dr-maria-moore-parkersburg,"Dr. Maria Moore, MD","Parkersburg Depression Treatment Center",WV,dicebear
dr-alan-moore-parkersburg,"Dr. Alan Moore, MD","Dr. Moore Private Practice",WV,dicebear
dr-david-lee-parkersburg,"Dr. David Lee, MD","Dr. Moore Private Practice",WV,dicebear
dr-emily-kim-parkersburg,"Dr. Emily Kim, MD","Dr. Moore Private Practice",WV,dicebear
dr-william-smith-wheeling,"Dr. William Smith, MD","Wheeling TMS Center",WV,dicebear
dr-maria-johnson-wheeling,"Dr. Maria Johnson, MD","Wheeling TMS Center",WV,dicebear
dr-christopher-johnson-wheeling,"Dr. Christopher Johnson, MD","Wheeling Mental Health & TMS",WV,dicebear
dr-sarah-thomas-milwaukee,"Dr. Sarah Thomas, MD","Milwaukee TMS Center",WI,dicebear
dr-sarah-martinez-milwaukee,"Dr. Sarah Martinez, MD","Milwaukee Mental Health & TMS",WI,dicebear
dr-daniel-patel-milwaukee,"Dr. Daniel Patel, MD","Milwaukee Mental Health & TMS",WI,dicebear
dr-michael-smith-milwaukee,"Dr. Michael Smith, MD","Milwaukee Mental Health & TMS",WI,dicebear
dr-sarah-brown-milwaukee,"Dr. Sarah Brown, MD","Milwaukee Depression Treatment Center",WI,dicebear
dr-james-moore-madison,"Dr. James Moore, MD","Madison TMS Center",WI,dicebear
dr-william-taylor-madison,"Dr. William Taylor, MD","Madison TMS Center",WI,dicebear
dr-jessica-lee-madison,"Dr. Jessica Lee, MD","Madison Mental Health & TMS",WI,dicebear
dr-william-garcia-madison,"Dr. William Garcia, MD","Madison Mental Health & TMS",WI,dicebear
dr-sarah-wong-madison,"Dr. Sarah Wong, MD","Madison Mental Health & TMS",WI,dicebear
dr-sarah-jackson-green-bay,"Dr. Sarah Jackson, MD","Green Bay TMS Center",WI,dicebear
dr-james-johnson-green-bay,"Dr. James Johnson, MD","Green Bay Mental Health & TMS",WI,dicebear
dr-emily-martinez-green-bay,"Dr. Emily Martinez, MD","Green Bay Depression Treatment Center",WI,dicebear
dr-alan-patel-green-bay,"Dr. Alan Patel, MD","Green Bay Depression Treatment Center",WI,dicebear
dr-jessica-taylor-kenosha,"Dr. Jessica Taylor, MD","Kenosha TMS Center",WI,dicebear
dr-sarah-patel-kenosha,"Dr. Sarah Patel, MD","Kenosha Mental Health & TMS",WI,dicebear
dr-lisa-wilson-kenosha,"Dr. Lisa Wilson, MD","Kenosha Mental Health & TMS",WI,dicebear
dr-christopher-patel-kenosha,"Dr. Christopher Patel, MD","Kenosha Mental Health & TMS",WI,dicebear
dr-michael-wong-kenosha,"Dr. Michael Wong, MD","Kenosha Depression Treatment Center",WI,dicebear
dr-michael-lee-racine,"Dr. Michael Lee, MD","Racine TMS Center",WI,dicebear
dr-lisa-lee-racine,"Dr. Lisa Lee, MD","Racine TMS Center",WI,dicebear
dr-sarah-wilson-racine,"Dr. Sarah Wilson, MD","Racine Mental Health & TMS",WI,dicebear
dr-elizabeth-patel-racine,"Dr. Elizabeth Patel, MD","Racine Mental Health & TMS",WI,dicebear
dr-elizabeth-wong-racine,"Dr. Elizabeth Wong, MD","Racine Mental Health & TMS",WI,dicebear
dr-elizabeth-smith-racine,"Dr. Elizabeth Smith, MD","Racine Depression Treatment Center",WI,dicebear
dr-david-jackson-cheyenne,"Dr. David Jackson, MD","Cheyenne TMS Center",WY,dicebear
dr-lisa-johnson-cheyenne,"Dr. Lisa Johnson, MD","Cheyenne TMS Center",WY,dicebear
dr-james-davis-cheyenne,"Dr. James Davis, MD","Cheyenne TMS Center",WY,dicebear
dr-jennifer-thomas-cheyenne,"Dr. Jennifer Thomas, MD","Cheyenne Mental Health & TMS",WY,dicebear
dr-elizabeth-johnson-cheyenne,"Dr. Elizabeth Johnson, MD","Cheyenne Mental Health & TMS",WY,dicebear
dr-james-lee-cheyenne,"Dr. James Lee, MD","Cheyenne Mental Health & TMS",WY,dicebear
dr-robert-lee-cheyenne,"Dr. Robert Lee, MD","Cheyenne Depression Treatment Center",WY,dicebear
dr-robert-moore-cheyenne,"Dr. Robert Moore, MD","Cheyenne Depression Treatment Center",WY,dicebear
dr-david-patel-casper,"Dr. David Patel, MD","Casper TMS Center",WY,dicebear
dr-robert-taylor-casper,"Dr. Robert Taylor, MD","Casper TMS Center",WY,dicebear
dr-william-wilson-casper,"Dr. William Wilson, MD","Casper TMS Center",WY,dicebear
dr-daniel-thomas-casper,"Dr. Daniel Thomas, MD","Casper Mental Health & TMS",WY,dicebear
dr-michael-lee-casper,"Dr. Michael Lee, MD","Casper Mental Health & TMS",WY,dicebear
dr-emily-jackson-casper,"Dr. Emily Jackson, MD","Casper Mental Health & TMS",WY,dicebear
dr-ashley-martinez-casper,"Dr. Ashley Martinez, MD","Casper Depression Treatment Center",WY,dicebear
dr-michael-taylor-casper,"Dr. Michael Taylor, MD","Casper Depression Treatment Center",WY,dicebear
dr-emily-patel-gillette,"Dr. Emily Patel, MD","Gillette TMS Center",WY,dicebear
dr-jennifer-anderson-gillette,"Dr. Jennifer Anderson, MD","Gillette Mental Health & TMS",WY,dicebear
dr-jennifer-wilson-laramie,"Dr. Jennifer Wilson, MD","Laramie TMS Center",WY,dicebear
dr-alan-lee-laramie,"Dr. Alan Lee, MD","Laramie Mental Health & TMS",WY,dicebear
dr-emily-smith-laramie,"Dr. Emily Smith, MD","Laramie Mental Health & TMS",WY,dicebear
dr-jessica-martinez-laramie,"Dr. Jessica Martinez, MD","Laramie Depression Treatment Center",WY,dicebear
dr-christopher-smith-laramie,"Dr. Christopher Smith, MD","Dr. Smith Private Practice",WY,dicebear
dr-sarah-johnson-laramie,"Dr. Sarah Johnson, MD","Dr. Smith Private Practice",WY,dicebear
dr-jennifer-wilson-rock-springs,"Dr. Jennifer Wilson, MD","Rock Springs TMS Center",WY,dicebear
dr-robert-smith-rock-springs,"Dr. Robert Smith, MD","Rock Springs TMS Center",WY,dicebear
dr-michael-wilson-rock-springs,"Dr. Michael Wilson, MD","Rock Springs Mental Health & TMS",WY,dicebear
dr-jessica-wilson-rock-springs,"Dr. Jessica Wilson, MD","Rock Springs Mental Health & TMS",WY,dicebear
dr-sarah-kim-rock-springs,"Dr. Sarah Kim, MD","Rock Springs Mental Health & TMS",WY,dicebear
dr-lisa-kim-rock-springs,"Dr. Lisa Kim, MD","Rock Springs Depression Treatment Center",WY,dicebear
dr-lisa-smith-rock-springs,"Dr. Lisa Smith, MD","Dr. Smith Private Practice",WY,dicebear
dr-william-martinez-rock-springs,"Dr. William Martinez, MD","Dr. Smith Private Practice",WY,dicebear
dr-emily-kim-rock-springs,"Dr. Emily Kim, MD","Dr. Smith Private Practice",WY,dicebear
